store_id,family,total_days,zero_sale_days,avg_sales,total_sales,max_consecutive_zeros,avg_rolling_mean,sales_volatility,stockout_rate,revenue_impact,risk_score,risk_category,city,store_type,tajir_category,is_fmcg
28,HOME CARE,1574,530,180.7496823379924,284500.0,255,180.2122744599746,70.8683545108005,33.67,95797.0,31.8,Medium,Guayaquil,E,FMCG,True
28,GROCERY I,1684,5,3647.2822149643703,6142023.25,1,3638.2984263657954,1191.1119180522564,0.3,18236.0,31.8,Medium,Guayaquil,E,FMCG,True
36,PLAYERS AND ELECTRONICS,1574,617,3.263024142312579,5136.0,255,3.258818297331639,1.8876937738246504,39.2,2013.0,31.8,Medium,Libertad,E,Non-Food,False
51,HOME CARE,1574,530,215.23189326556545,338775.0,255,214.69611817026683,58.39144218551461,33.67,114073.0,31.8,Medium,Guayaquil,A,FMCG,True
40,HOME CARE,1574,530,226.09212198221093,355869.0,255,225.43121982210928,56.55177890724269,33.67,119829.0,31.8,Medium,Machala,C,FMCG,True
24,HOME CARE,1574,553,183.5120711562897,288848.0,255,183.067458703939,36.06287801778908,35.13,101482.0,31.8,Medium,Guayaquil,D,FMCG,True
39,PET SUPPLIES,1574,619,2.889453621346887,4548.0,255,2.87733163913596,1.6358068614993648,39.33,1789.0,31.8,Medium,Cuenca,B,Non-Food,False
3,PRODUCE,1684,107,4304.687393111639,7249093.57,74,4291.822885985748,435.1317220902612,6.35,460602.0,31.8,Medium,Quito,D,Fresh,True
22,CLEANING,930,257,447.7989247311828,416453.0,255,445.7371182795699,118.29520430107526,27.63,115084.0,31.8,Medium,Puyo,C,FMCG,True
2,HOME CARE,1574,531,189.72109275730625,298621.0,255,189.3234243964422,54.98813850063532,33.74,100742.0,31.7,Medium,Quito,D,FMCG,True
14,HOME CARE,1574,540,164.49936467598476,258922.0,255,164.1790914866582,51.26687420584498,34.31,88830.0,31.7,Medium,Riobamba,C,FMCG,True
28,PET SUPPLIES,1574,614,2.738881829733164,4311.0,255,2.73002541296061,1.7016327827191866,39.01,1682.0,31.7,Medium,Guayaquil,E,Non-Food,False
13,PRODUCE,1574,558,126.7613659466328,199522.39,255,126.3362007623888,31.10529224904701,35.45,70733.0,31.6,Medium,Latacunga,C,Fresh,True
53,CLEANING,1427,259,749.7281009110021,1069862.0,255,748.0102733006306,220.8064400840925,18.15,194180.0,31.6,Medium,Manta,D,FMCG,True
19,PLAYERS AND ELECTRONICS,1574,605,3.1689961880559085,4988.0,255,3.1555082592121986,1.8902223634053368,38.44,1917.0,31.6,Medium,Guaranda,C,Non-Food,False
10,PLAYERS AND ELECTRONICS,1574,608,2.480940279542567,3905.0,255,2.475311308767471,1.5435959339263023,38.63,1508.0,31.6,Medium,Quito,C,Non-Food,False
24,PLAYERS AND ELECTRONICS,1574,602,7.724904701397713,12159.0,255,7.705749682337992,3.349002541296061,38.25,4650.0,31.6,Medium,Guayaquil,D,Non-Food,False
48,SCHOOL AND OFFICE SUPPLIES,1574,595,17.3284625158831,27275.0,255,16.651473951715374,10.218939008894536,37.8,10310.0,31.6,Medium,Quito,A,Non-Food,False
15,PLAYERS AND ELECTRONICS,1574,603,2.854510800508259,4493.0,255,2.8452477763659467,1.5844345616264297,38.31,1721.0,31.5,Medium,Ibarra,C,Non-Food,False
33,HOME CARE,1574,530,155.38627700127066,244578.0,255,154.92293519695045,52.90942820838628,33.67,82355.0,31.5,Medium,Quevedo,C,FMCG,True
19,LADIESWEAR,1574,599,5.647395171537484,8889.0,255,5.629637865311309,3.81015247776366,38.06,3383.0,31.5,Medium,Guaranda,C,Non-Food,False
12,HOME CARE,1574,555,120.52096569250318,189700.0,255,120.2407369758577,29.305571791613723,35.26,66889.0,31.5,Medium,Latacunga,C,FMCG,True
4,HOME CARE,1574,530,164.50063532401524,258924.0,255,164.17125794155018,52.284180432020335,33.67,87185.0,31.5,Medium,Quito,D,FMCG,True
41,HOME CARE,1574,530,153.0292249047014,240868.0,255,152.6004828462516,54.58502541296061,33.67,81105.0,31.5,Medium,Machala,D,FMCG,True
54,HOME CARE,1574,530,142.61372299872934,224474.0,255,142.20438373570522,57.50013977128336,33.67,75585.0,31.5,Medium,El Carmen,C,FMCG,True
29,DAIRY,1133,257,529.3759929390998,599783.0,255,527.4479611650486,179.07381288614295,22.68,136050.0,31.5,Medium,Guayaquil,E,Fresh,True
13,CELEBRATION,1574,599,4.393265565438374,6915.0,255,4.3778017789072425,3.4973316391359592,38.06,2632.0,31.5,Medium,Latacunga,C,Non-Food,False
21,DAIRY,1007,257,418.8848063555114,421817.0,255,417.0136444885799,150.03862959285004,25.52,107653.0,31.5,Medium,Santo Domingo,B,Fresh,True
14,PLAYERS AND ELECTRONICS,1574,602,3.1956797966963157,5030.0,255,3.182337992376112,1.7021791613723,38.25,1924.0,31.5,Medium,Riobamba,C,Non-Food,False
16,CELEBRATION,1574,598,3.8678526048284634,6088.0,255,3.860120711562897,2.7371537484116897,37.99,2313.0,31.5,Medium,Santo Domingo,C,Non-Food,False
12,PLAYERS AND ELECTRONICS,1573,601,3.150667514303878,4956.0,255,3.1336935791481246,1.7612142403051494,38.21,1894.0,31.5,Medium,Latacunga,C,Non-Food,False
15,LADIESWEAR,1574,596,6.026048284625158,9485.0,255,6.013837357052097,3.198113087674714,37.87,3592.0,31.4,Medium,Ibarra,C,Non-Food,False
33,PLAYERS AND ELECTRONICS,1574,594,3.266836086404066,5142.0,255,3.2609275730622618,1.9660355781448535,37.74,1941.0,31.4,Medium,Quevedo,C,Non-Food,False
16,HOME CARE,1574,530,143.63977128335452,226089.0,255,143.32794790343075,50.280501905972045,33.67,76129.0,31.4,Medium,Santo Domingo,C,FMCG,True
23,LADIESWEAR,1572,591,7.286259541984733,11454.0,255,7.255667938931298,3.843256997455471,37.6,4306.0,31.4,Medium,Ambato,D,Non-Food,False
23,PLAYERS AND ELECTRONICS,1574,595,2.674078780177891,4209.0,255,2.663697585768742,1.5987039390088946,37.8,1591.0,31.4,Medium,Ambato,D,Non-Food,False
19,HOME CARE,1574,530,133.96632782719186,210863.0,255,133.62979034307497,51.00567344345616,33.67,71002.0,31.4,Medium,Guaranda,C,FMCG,True
40,CELEBRATION,1574,592,5.970139771283354,9397.0,255,5.951810673443456,5.0594853875476495,37.61,3534.0,31.4,Medium,Machala,C,Non-Food,False
46,SCHOOL AND OFFICE SUPPLIES,1574,585,13.841168996188056,21786.0,255,13.176842439644217,8.530273189326556,37.17,8097.0,31.3,Medium,Quito,A,Non-Food,False
14,CELEBRATION,1574,589,5.001270648030496,7872.0,255,4.974269377382465,3.379980940279543,37.42,2946.0,31.3,Medium,Riobamba,C,Non-Food,False
47,SCHOOL AND OFFICE SUPPLIES,1574,586,13.270648030495552,20888.0,255,12.50625794155019,7.32866581956798,37.23,7777.0,31.3,Medium,Quito,A,Non-Food,False
5,HOME CARE,1574,530,152.02223634053368,239283.0,255,151.69014612452352,37.70949809402796,33.67,80572.0,31.3,Medium,Santo Domingo,D,FMCG,True
36,HOME CARE,1575,530,151.02793650793652,237869.0,255,150.60963174603177,38.83009523809524,33.65,80045.0,31.3,Medium,Libertad,E,FMCG,True
17,CELEBRATION,1574,587,4.989199491740788,7853.0,255,4.977916137229987,3.8405654383735706,37.29,2929.0,31.3,Medium,Quito,C,Non-Food,False
27,HOME CARE,1574,530,143.83163913595934,226391.0,255,143.4314421855146,46.96770648030496,33.67,76231.0,31.3,Medium,Daule,D,FMCG,True
24,LADIESWEAR,1574,585,9.033036848792884,14218.0,255,9.016804320203304,4.490343074968234,37.17,5284.0,31.3,Medium,Guayaquil,D,Non-Food,False
9,PET SUPPLIES,1574,590,3.618805590851334,5696.0,255,3.608939008894537,1.9927573062261752,37.48,2135.0,31.3,Medium,Quito,B,Non-Food,False
37,HOME CARE,1574,530,167.54955527318933,263723.0,255,167.2023951715375,34.8780749682338,33.67,88801.0,31.3,Medium,Cuenca,D,FMCG,True
39,LADIESWEAR,1574,589,4.906607369758577,7723.0,255,4.894663278271919,3.496982210927573,37.42,2890.0,31.3,Medium,Cuenca,B,Non-Food,False
43,HOME CARE,1574,535,147.09339263024142,231525.0,255,146.59956162642948,36.36505717916137,33.99,78695.0,31.3,Medium,Esmeraldas,E,FMCG,True
33,CELEBRATION,1574,589,5.3856416772554,8477.0,255,5.369237611181703,4.82799872935197,37.42,3172.0,31.3,Medium,Quevedo,C,Non-Food,False
34,HOME CARE,1574,530,161.6257941550191,254399.0,255,161.2384625158831,34.52686785260483,33.67,85662.0,31.3,Medium,Guayaquil,B,FMCG,True
7,HOME CARE,1574,530,160.92884371029226,253302.0,255,160.50270648030497,31.81648030495553,33.67,85292.0,31.2,Medium,Quito,D,FMCG,True
41,LADIESWEAR,1574,579,8.59402795425667,13527.0,255,8.551645489199492,6.155343074968234,36.79,4976.0,31.2,Medium,Machala,D,Non-Food,False
24,CELEBRATION,1574,582,11.5,18101.0,255,11.476664548919947,4.811626429479034,36.98,6693.0,31.2,Medium,Guayaquil,D,Non-Food,False
43,CELEBRATION,1574,583,5.759212198221093,9065.0,255,5.725673443456162,3.085216010165184,37.04,3358.0,31.2,Medium,Esmeraldas,E,Non-Food,False
15,HOME CARE,1574,530,157.18869123252858,247415.0,255,156.80885641677256,32.4208831003812,33.67,83310.0,31.2,Medium,Ibarra,C,FMCG,True
1,CELEBRATION,1574,575,10.664548919949176,16786.0,255,10.647801778907242,7.807045743329098,36.53,6132.0,31.1,Medium,Quito,D,Non-Food,False
45,SCHOOL AND OFFICE SUPPLIES,1574,571,17.40533672172808,27396.0,255,16.37904701397713,8.524498094027955,36.28,9938.0,31.1,Medium,Quito,A,Non-Food,False
13,HOME CARE,1574,530,114.43202033036847,180116.0,255,114.1802541296061,34.40702033036849,33.67,60649.0,31.1,Medium,Latacunga,C,FMCG,True
10,HOME CARE,1574,530,128.0463786531131,201545.0,255,127.7375158831004,37.14698856416773,33.67,67865.0,31.1,Medium,Quito,C,FMCG,True
34,PLAYERS AND ELECTRONICS,1574,578,4.016518424396442,6322.0,255,4.003195679796696,1.971753494282084,36.72,2322.0,31.1,Medium,Guayaquil,B,Non-Food,False
50,MAGAZINES,1574,580,4.992376111817027,7858.0,255,4.964504447268107,2.693494282083863,36.85,2896.0,31.1,Medium,Ambato,A,Non-Food,False
24,PET SUPPLIES,1574,579,9.53430749682338,15007.0,255,9.501931385006351,3.380921219822109,36.79,5520.0,31.1,Medium,Guayaquil,D,Non-Food,False
3,LADIESWEAR,1574,561,33.03557814485387,51998.0,255,32.94998094027954,17.448252858958067,35.64,18533.0,31.1,Medium,Quito,D,Non-Food,False
44,PET SUPPLIES,1574,564,21.69440914866582,34147.0,255,21.61989834815756,9.85722998729352,35.83,12236.0,31.0,Medium,Quito,A,Non-Food,False
1,PET SUPPLIES,1574,577,3.716645489199492,5850.0,255,3.710819567979669,2.0009148665819567,36.66,2145.0,31.0,Medium,Quito,D,Non-Food,False
47,MAGAZINES,1573,574,7.878575969485061,12393.0,255,7.84114431023522,3.7785886840432297,36.49,4522.0,31.0,Medium,Quito,A,Non-Food,False
44,SCHOOL AND OFFICE SUPPLIES,1574,564,18.769377382465056,29543.0,255,18.02023506988564,9.503475222363406,35.83,10586.0,31.0,Medium,Quito,A,Non-Food,False
20,DELI,1168,257,470.6999657534247,549777.56,255,468.971566780822,177.13943493150683,22.0,120970.0,31.0,Medium,Quito,B,Fresh,True
31,CELEBRATION,1574,576,5.625158831003812,8854.0,255,5.607115628970775,3.05856416772554,36.59,3240.0,31.0,Medium,Babahoyo,B,Non-Food,False
21,BREAD/BAKERY,1007,257,365.1996027805362,367756.0,255,363.6482621648461,132.95181727904668,25.52,93856.0,31.0,Medium,Santo Domingo,B,Fresh,True
1,PLAYERS AND ELECTRONICS,1574,572,5.66264294790343,8913.0,255,5.645343074968234,3.0635196950444725,36.34,3239.0,31.0,Medium,Quito,D,Non-Food,False
45,MAGAZINES,1573,571,9.342021614748887,14695.0,255,9.290038143674508,3.964157660521297,36.3,5334.0,31.0,Medium,Quito,A,Non-Food,False
24,PRODUCE,1684,224,2266.020332541568,3815978.24,101,2260.023735154394,694.4678503562945,13.3,507589.0,31.0,Medium,Guayaquil,D,Fresh,True
26,CELEBRATION,1574,575,4.701397712833545,7400.0,255,4.690730622617535,2.937458703939009,36.53,2703.0,31.0,Medium,Guayaquil,D,Non-Food,False
1,HOME CARE,1574,531,108.04447268106736,170062.0,255,107.80383735705207,33.56921855146124,33.74,57372.0,31.0,Medium,Quito,D,FMCG,True
41,PLAYERS AND ELECTRONICS,1573,573,4.947870311506676,7783.0,255,4.928912905276542,2.6752383979656704,36.43,2835.0,31.0,Medium,Machala,D,Non-Food,False
19,CELEBRATION,1574,571,5.629606099110546,8861.0,255,5.6164993646759855,5.099498094027954,36.28,3215.0,31.0,Medium,Guaranda,C,Non-Food,False
36,CELEBRATION,1575,574,5.134603174603175,8087.0,255,5.113053968253968,3.1121269841269843,36.44,2947.0,31.0,Medium,Libertad,E,Non-Food,False
3,CELEBRATION,1574,558,30.781448538754766,48450.0,255,30.71968233799237,20.038805590851336,35.45,17176.0,31.0,Medium,Quito,D,Non-Food,False
48,HOME APPLIANCES,1684,948,0.8491686460807601,1430.0,180,0.849144893111639,0.8351365795724465,56.29,805.0,31.0,Medium,Quito,A,Non-Food,False
9,CELEBRATION,1574,564,10.3284625158831,16257.0,255,10.302121982210927,6.664186785260483,35.83,5825.0,30.9,Medium,Quito,B,Non-Food,False
8,LADIESWEAR,1574,558,26.550190597204573,41790.0,255,26.493456162642943,11.563144853875476,35.45,14815.0,30.9,Medium,Quito,D,Non-Food,False
4,CELEBRATION,1574,565,6.829097839898348,10749.0,255,6.81233163913596,4.071709021601016,35.9,3858.0,30.9,Medium,Quito,D,Non-Food,False
38,MAGAZINES,1572,569,5.379770992366412,8457.0,255,5.353842239185751,2.934993638676845,36.2,3061.0,30.9,Medium,Loja,D,Non-Food,False
38,LADIESWEAR,1574,558,18.63405336721728,29330.0,255,18.576232528589586,11.680298602287166,35.45,10398.0,30.9,Medium,Loja,D,Non-Food,False
38,PET SUPPLIES,1574,570,4.132147395171537,6504.0,255,4.113062261753495,2.1624269377382466,36.21,2355.0,30.9,Medium,Loja,D,Non-Food,False
17,PLAYERS AND ELECTRONICS,1574,570,5.494917407878018,8649.0,255,5.480482846251589,3.1227382465057176,36.21,3132.0,30.9,Medium,Quito,C,Non-Food,False
48,LADIESWEAR,1574,558,17.720457433290978,27892.0,255,17.66997458703939,13.841543837357053,35.45,9888.0,30.9,Medium,Quito,A,Non-Food,False
45,CELEBRATION,1574,559,24.69186785260483,38865.0,255,24.64682973316392,10.727674714104191,35.51,13803.0,30.9,Medium,Quito,A,Non-Food,False
45,LADIESWEAR,1574,560,17.17407878017789,27032.0,255,17.13482210927573,11.24010165184244,35.58,9617.0,30.9,Medium,Quito,A,Non-Food,False
7,PET SUPPLIES,1574,568,4.117534942820838,6481.0,255,4.104796696315121,2.0709656925031763,36.09,2339.0,30.9,Medium,Quito,D,Non-Food,False
44,PLAYERS AND ELECTRONICS,1574,558,28.155654383735705,44317.0,255,28.084574332909785,10.891397712833546,35.45,15711.0,30.9,Medium,Quito,A,Non-Food,False
34,CELEBRATION,1574,567,7.430749682337992,11696.0,255,7.408081321473952,4.3185451080050825,36.02,4213.0,30.9,Medium,Guayaquil,B,Non-Food,False
6,LADIESWEAR,1574,558,20.619440914866583,32455.0,255,20.57782719186785,11.982986022871666,35.45,11506.0,30.9,Medium,Quito,D,Non-Food,False
47,LADIESWEAR,1574,559,20.16327827191868,31737.0,255,20.131340533672173,12.378697585768744,35.51,11271.0,30.9,Medium,Quito,A,Non-Food,False
46,LADIESWEAR,1574,558,21.892630241423127,34459.0,255,21.83127700127065,15.385806861499365,35.45,12216.0,30.9,Medium,Quito,A,Non-Food,False
1,LADIESWEAR,1574,564,10.06035578144854,15835.0,255,10.041518424396443,4.613144853875476,35.83,5674.0,30.9,Medium,Quito,D,Non-Food,False
22,MAGAZINES,930,337,2.0591397849462365,1915.0,255,2.044258064516129,1.4804516129032257,36.24,694.0,30.9,Medium,Puyo,C,Non-Food,False
40,PLAYERS AND ELECTRONICS,1574,571,4.44853875476493,7002.0,255,4.427401524777636,2.074828462515883,36.28,2540.0,30.9,Medium,Machala,C,Non-Food,False
41,PET SUPPLIES,1574,570,4.887547649301143,7693.0,255,4.855546378653113,2.4890533672172808,36.21,2786.0,30.9,Medium,Machala,D,Non-Food,False
37,MAGAZINES,1574,569,5.057814485387548,7961.0,255,5.033214739517153,2.267249047013977,36.15,2878.0,30.9,Medium,Cuenca,D,Non-Food,False
4,PLAYERS AND ELECTRONICS,1574,566,5.78017789072427,9098.0,255,5.764339263024143,2.9728017789072423,35.96,3272.0,30.9,Medium,Quito,D,Non-Food,False
44,CELEBRATION,1574,558,23.998094027954256,37773.0,255,23.952204574332907,13.89536213468869,35.45,13391.0,30.9,Medium,Quito,A,Non-Food,False
44,LADIESWEAR,1574,558,21.24904701397713,33446.0,255,21.196429479034308,10.689034307496824,35.45,11857.0,30.9,Medium,Quito,A,Non-Food,False
49,CELEBRATION,1574,558,22.19504447268107,34935.0,255,22.149091486658197,9.098856416772554,35.45,12385.0,30.9,Medium,Quito,A,Non-Food,False
27,PLAYERS AND ELECTRONICS,1572,566,5.914758269720102,9298.0,255,5.894306615776082,3.077614503816794,36.01,3348.0,30.9,Medium,Daule,D,Non-Food,False
4,PET SUPPLIES,1574,567,4.540660736975858,7147.0,255,4.525756035578145,2.264891994917408,36.02,2575.0,30.9,Medium,Quito,D,Non-Food,False
50,CELEBRATION,1574,558,23.66709021601017,37252.0,255,23.598271918678527,12.481658195679795,35.45,13206.0,30.9,Medium,Ambato,A,Non-Food,False
37,LADIESWEAR,1574,558,17.286531130876746,27209.0,255,17.24912960609911,7.200311308767472,35.45,9646.0,30.8,Medium,Cuenca,D,Non-Food,False
51,PLAYERS AND ELECTRONICS,1574,560,7.649936467598475,12041.0,255,7.623843710292249,3.706289707750953,35.58,4284.0,30.8,Medium,Guayaquil,A,Non-Food,False
41,MAGAZINES,1574,562,5.962515883100381,9385.0,255,5.93733163913596,2.8504066073697585,35.71,3351.0,30.8,Medium,Machala,D,Non-Food,False
39,CELEBRATION,1574,564,7.1359593392630245,11232.0,255,7.126048284625159,4.422598475222364,35.83,4025.0,30.8,Medium,Cuenca,B,Non-Food,False
39,PLAYERS AND ELECTRONICS,1574,562,5.778271918678526,9095.0,255,5.765311308767472,2.957115628970775,35.71,3247.0,30.8,Medium,Cuenca,B,Non-Food,False
41,CELEBRATION,1574,561,7.783989834815756,12252.0,255,7.765330368487929,4.094860228716645,35.64,4367.0,30.8,Medium,Machala,D,Non-Food,False
31,PLAYERS AND ELECTRONICS,1574,564,4.9961880559085134,7864.0,255,4.986480304955528,2.589123252858958,35.83,2818.0,30.8,Medium,Babahoyo,B,Non-Food,False
46,CELEBRATION,1574,558,15.189961880559084,23909.0,255,15.159841168996188,7.196283354510801,35.45,8476.0,30.8,Medium,Quito,A,Non-Food,False
45,PLAYERS AND ELECTRONICS,1574,558,20.11118170266836,31655.0,255,20.05217280813215,9.177814485387549,35.45,11222.0,30.8,Medium,Quito,A,Non-Food,False
46,PLAYERS AND ELECTRONICS,1574,558,17.02350698856417,26795.0,255,16.938735705209655,8.683011435832274,35.45,9499.0,30.8,Medium,Quito,A,Non-Food,False
21,LADIESWEAR,1007,361,4.000993048659384,4029.0,255,3.9845084409136047,3.778282025819265,35.85,1444.0,30.8,Medium,Santo Domingo,B,Non-Food,False
2,CELEBRATION,1574,562,8.503176620076239,13384.0,255,8.483119440914868,4.324034307496823,35.71,4779.0,30.8,Medium,Quito,D,Non-Food,False
47,CELEBRATION,1574,558,18.227445997458705,28690.0,255,18.18559085133418,8.087750952986024,35.45,10171.0,30.8,Medium,Quito,A,Non-Food,False
6,CELEBRATION,1574,560,10.00825921219822,15753.0,255,9.989364675984753,5.336264294790343,35.58,5605.0,30.8,Medium,Quito,D,Non-Food,False
5,LADIESWEAR,1574,560,9.41105463786531,14813.0,255,9.387554002541297,5.226321473951715,35.58,5270.0,30.8,Medium,Santo Domingo,D,Non-Food,False
23,HOME CARE,1574,530,92.83672172808132,146125.0,255,92.6100254129606,21.204815756035572,33.67,49203.0,30.8,Medium,Ambato,D,FMCG,True
37,CELEBRATION,1574,561,8.116264294790343,12775.0,255,8.10658831003812,4.202223634053367,35.64,4553.0,30.8,Medium,Cuenca,D,Non-Food,False
11,LADIESWEAR,1574,561,8.393265565438373,13211.0,255,8.378017789072427,4.8561944091486655,35.64,4709.0,30.8,Medium,Cayambe,B,Non-Food,False
38,PLAYERS AND ELECTRONICS,1574,562,6.324650571791614,9955.0,255,6.304212198221093,3.1913341804320203,35.71,3554.0,30.8,Medium,Loja,D,Non-Food,False
47,PLAYERS AND ELECTRONICS,1574,558,19.40279542566709,30540.0,255,19.351321473951717,8.470095298602287,35.45,10827.0,30.8,Medium,Quito,A,Non-Food,False
48,CELEBRATION,1574,558,15.31194409148666,24101.0,255,15.271867852604828,7.638526048284626,35.45,8544.0,30.8,Medium,Quito,A,Non-Food,False
47,PET SUPPLIES,1574,559,14.464421855146124,22767.0,255,14.419720457433291,6.445781448538755,35.51,8086.0,30.8,Medium,Quito,A,Non-Food,False
9,LADIESWEAR,1574,559,10.138500635324016,15958.0,255,10.122878017789072,5.961448538754765,35.51,5667.0,30.8,Medium,Quito,B,Non-Food,False
2,PLAYERS AND ELECTRONICS,1574,564,6.101016518424396,9603.0,255,6.086842439644219,2.943977128335451,35.83,3441.0,30.8,Medium,Quito,D,Non-Food,False
2,LADIESWEAR,1574,558,18.766836086404066,29539.0,255,18.72968869123253,9.381747141041933,35.45,10472.0,30.8,Medium,Quito,D,Non-Food,False
3,PLAYERS AND ELECTRONICS,1574,558,18.910419313850063,29765.0,255,18.8551334180432,7.289097839898349,35.45,10552.0,30.8,Medium,Quito,D,Non-Food,False
23,CELEBRATION,1574,559,9.33735705209657,14697.0,255,9.321702668360864,6.191829733163914,35.51,5220.0,30.8,Medium,Ambato,D,Non-Food,False
38,CELEBRATION,1574,561,9.92566709021601,15623.0,255,9.89843710292249,5.549186785260483,35.64,5568.0,30.8,Medium,Loja,D,Non-Food,False
5,CELEBRATION,1574,558,16.630241423125796,26176.0,255,16.579104193138498,7.108449809402796,35.45,9280.0,30.8,Medium,Santo Domingo,D,Non-Food,False
48,PLAYERS AND ELECTRONICS,1574,558,14.572426937738246,22937.0,255,14.525927573062262,8.02161372299873,35.45,8131.0,30.8,Medium,Quito,A,Non-Food,False
27,CELEBRATION,1574,559,10.63722998729352,16743.0,255,10.604269377382463,5.480489199491742,35.51,5946.0,30.8,Medium,Daule,D,Non-Food,False
49,PLAYERS AND ELECTRONICS,1574,558,21.704574332909782,34163.0,255,21.63969504447268,8.539987293519696,35.45,12111.0,30.8,Medium,Quito,A,Non-Food,False
42,BREAD/BAKERY,979,257,389.4109601634321,381233.33,255,388.1575280898876,94.36543411644534,26.25,100079.0,30.8,Medium,Cuenca,D,Fresh,True
50,LADIESWEAR,1574,558,14.071156289707751,22148.0,255,14.05554002541296,8.510571791613723,35.45,7852.0,30.8,Medium,Ambato,A,Non-Food,False
50,PLAYERS AND ELECTRONICS,1574,558,15.16836086404066,23875.0,255,15.121734434561628,7.200222363405336,35.45,8464.0,30.8,Medium,Ambato,A,Non-Food,False
22,GROCERY II,930,334,4.2172043010752684,3922.0,255,4.195677419354839,3.254870967741936,35.91,1409.0,30.8,Medium,Puyo,C,FMCG,True
8,CELEBRATION,1574,558,15.867852604828462,24976.0,255,15.836423125794154,6.983767471410419,35.45,8854.0,30.8,Medium,Quito,D,Non-Food,False
8,PLAYERS AND ELECTRONICS,1574,558,12.044472681067344,18958.0,255,12.000978398983484,4.759294790343075,35.45,6721.0,30.8,Medium,Quito,D,Non-Food,False
4,LADIESWEAR,1574,558,16.25730622617535,25589.0,255,16.21848792884371,9.218856416772551,35.45,9072.0,30.8,Medium,Quito,D,Non-Food,False
12,CELEBRATION,1574,563,6.571791613722999,10344.0,255,6.541022871664548,4.164872935196951,35.77,3700.0,30.8,Medium,Latacunga,C,Non-Food,False
7,LADIESWEAR,1574,563,7.784625158831004,12253.0,255,7.752134688691233,3.798341804320204,35.77,4383.0,30.8,Medium,Quito,D,Non-Food,False
7,PLAYERS AND ELECTRONICS,1574,561,7.393900889453621,11638.0,255,7.362585768742058,3.244301143583227,35.64,4148.0,30.8,Medium,Quito,D,Non-Food,False
7,CELEBRATION,1574,558,12.04891994917408,18965.0,255,12.02079415501906,5.5204955527318935,35.45,6723.0,30.8,Medium,Quito,D,Non-Food,False
49,LADIESWEAR,1574,561,11.444091486658197,18013.0,255,11.420343074968232,6.341238881829733,35.64,6420.0,30.8,Medium,Quito,A,Non-Food,False
51,CELEBRATION,1574,559,10.269377382465056,16164.0,255,10.246721728081322,4.480120711562897,35.51,5741.0,30.8,Medium,Guayaquil,A,Non-Food,False
11,CELEBRATION,1574,558,10.846886912325283,17073.0,255,10.818449809402797,5.945247776365947,35.45,6053.0,30.8,Medium,Cayambe,B,Non-Food,False
50,PET SUPPLIES,1574,562,6.021601016518424,9478.0,255,5.993875476493012,3.012941550190597,35.71,3384.0,30.8,Medium,Ambato,A,Non-Food,False
6,PLAYERS AND ELECTRONICS,1574,559,8.313214739517154,13085.0,255,8.277858958068615,3.923214739517154,35.51,4647.0,30.7,Medium,Quito,D,Non-Food,False
46,PET SUPPLIES,1574,554,14.052096569250317,22118.0,255,14.0033290978399,6.676397712833545,35.2,7785.0,30.7,Medium,Quito,A,Non-Food,False
5,PLAYERS AND ELECTRONICS,1574,561,5.097839898348157,8024.0,255,5.085292249047014,2.522725540025413,35.64,2860.0,30.7,Medium,Santo Domingo,D,Non-Food,False
29,BREAD/BAKERY,1133,257,455.6946160635481,516302.0,255,453.3491438658429,146.24927625772284,22.68,117114.0,30.7,Medium,Guayaquil,E,Fresh,True
30,HOME CARE,1574,530,81.01016518424396,127510.0,255,80.7198792884371,20.39505082592122,33.67,42935.0,30.7,Medium,Guayaquil,C,FMCG,True
5,MAGAZINES,1574,560,4.173443456162643,6569.0,255,4.14794790343075,1.9976810673443453,35.58,2337.0,30.7,Medium,Santo Domingo,D,Non-Food,False
45,PET SUPPLIES,1574,555,14.461245235069883,22762.0,255,14.40864675984752,6.436880559085133,35.26,8026.0,30.7,Medium,Quito,A,Non-Food,False
3,MAGAZINES,1572,552,13.025445292620866,20476.0,255,12.967983460559797,5.632232824427481,35.11,7190.0,30.7,Medium,Quito,D,Non-Food,False
48,PET SUPPLIES,1574,554,10.289707750952989,16196.0,255,10.246810673443456,5.107522236340533,35.2,5700.0,30.7,Medium,Quito,A,Non-Food,False
28,CELEBRATION,1574,559,7.999364675984752,12591.0,255,7.977566709021601,4.337007623888183,35.51,4472.0,30.7,Medium,Guayaquil,E,Non-Food,False
27,PET SUPPLIES,1574,559,5.60292249047014,8819.0,255,5.580546378653113,2.5581956797966963,35.51,3132.0,30.7,Medium,Daule,D,Non-Food,False
26,HOME CARE,1574,530,59.83799237611181,94185.0,255,59.7070584498094,24.03006988564168,33.67,31714.0,30.7,Medium,Guayaquil,D,FMCG,True
35,HOME CARE,1574,530,69.51524777636595,109417.0,255,69.34548284625158,21.3979542566709,33.67,36843.0,30.7,Medium,Playas,C,FMCG,True
9,PLAYERS AND ELECTRONICS,1574,559,7.303049555273189,11495.0,255,7.286747141041931,3.563659466327827,35.51,4082.0,30.7,Medium,Quito,B,Non-Food,False
51,PET SUPPLIES,1574,558,11.804320203303686,18580.0,255,11.761219822109275,4.564066073697586,35.45,6587.0,30.7,Medium,Guayaquil,A,Non-Food,False
