store_id,family,avg_daily_demand,std_daily_demand,max_daily_demand,median_demand,total_days,safety_stock_95,safety_stock_99,reorder_point_95,reorder_point_99,suggested_order_qty,max_stock_level,stockout_rate,risk_score,risk_category,city,tajir_category,is_fmcg
14,PRODUCE,244.40437738246504,197.11048370258555,1248.09,314.79,1574,460.0,650.0,949.0,1139.0,1711.0,2171.0,36.09,32.6,Medium,Riobamba,Fresh,True
46,MAGAZINES,4.859504132231405,6.930679591590354,51.0,2.0,1573,16.0,23.0,26.0,33.0,34.0,50.0,41.51,32.5,Medium,Quito,Non-Food,False
34,SCHOOL AND OFFICE SUPPLIES,5.024777636594664,14.914889578303184,250.0,1.5,1574,35.0,49.0,45.0,59.0,35.0,70.0,41.61,32.5,Medium,Guayaquil,Non-Food,False
5,PET SUPPLIES,2.0324015247776366,2.3549257897095184,15.0,1.0,1574,5.0,8.0,9.0,12.0,14.0,19.0,41.68,32.5,Medium,Santo Domingo,Non-Food,False
42,DAIRY,636.3370786516854,424.1585713194627,2132.0,739.0,979,990.0,1398.0,2263.0,2671.0,4454.0,5444.0,26.25,32.5,Medium,Cuenca,Fresh,True
51,PRODUCE,3293.0570427553444,2805.1670381987856,7448.0,4321.945,1684,6546.0,9243.0,13132.0,15829.0,23051.0,29597.0,6.0,32.4,Medium,Guayaquil,Fresh,True
11,SCHOOL AND OFFICE SUPPLIES,4.255739795918367,10.528062852651423,173.0,1.0,1568,25.0,35.0,34.0,44.0,30.0,55.0,41.14,32.4,Medium,Cayambe,Non-Food,False
49,PRODUCE,4163.2043646080765,3425.702785471794,7448.0,6045.045,1684,7994.0,11288.0,16320.0,19614.0,29142.0,37136.0,6.29,32.4,Medium,Quito,Fresh,True
25,CELEBRATION,4.7536507936507935,6.3753025943053006,50.0,3.0,1575,15.0,21.0,25.0,31.0,33.0,48.0,41.08,32.4,Medium,Salinas,Non-Food,False
6,MAGAZINES,3.9142312579415504,4.932308552194495,28.0,2.0,1574,12.0,16.0,20.0,24.0,27.0,39.0,40.91,32.3,Medium,Quito,Non-Food,False
53,PET SUPPLIES,2.524390243902439,3.1346511536021238,17.0,1.0,1394,7.0,10.0,12.0,15.0,18.0,25.0,40.82,32.3,Medium,Manta,Non-Food,False
2,MAGAZINES,4.108778625954199,5.098669891511996,32.0,2.0,1572,12.0,17.0,20.0,25.0,29.0,41.0,40.39,32.2,Medium,Quito,Non-Food,False
39,GROCERY I,4223.400047505938,1382.9367631279931,7448.0,4016.775,1684,3227.0,4557.0,11674.0,13004.0,29564.0,32791.0,0.3,32.2,Medium,Cuenca,FMCG,True
8,HOME CARE,249.0120711562897,199.3688400282753,1147.0,295.5,1574,465.0,657.0,963.0,1155.0,1743.0,2208.0,33.67,32.2,Medium,Quito,FMCG,True
53,MAGAZINES,2.511477761836442,3.3245498921668406,42.0,1.0,1394,8.0,11.0,13.0,16.0,18.0,26.0,40.6,32.2,Medium,Manta,Non-Food,False
1,MAGAZINES,3.4301143583227445,4.273085283276422,26.0,2.0,1574,10.0,14.0,17.0,21.0,24.0,34.0,40.53,32.2,Medium,Quito,Non-Food,False
4,MAGAZINES,3.7374443738080094,4.673878777684302,32.0,2.0,1573,11.0,15.0,18.0,22.0,26.0,37.0,40.62,32.2,Medium,Quito,Non-Food,False
38,HOME CARE,218.3468869123253,183.1524445028389,780.0,239.5,1574,427.0,604.0,864.0,1041.0,1528.0,1955.0,33.67,32.1,Medium,Loja,FMCG,True
53,LADIESWEAR,3.203012912482066,4.3353293589101165,32.0,1.5,1394,10.0,14.0,16.0,20.0,22.0,32.0,40.24,32.1,Medium,Manta,Non-Food,False
50,SCHOOL AND OFFICE SUPPLIES,12.037484116899618,49.263145072681546,754.0,2.0,1574,115.0,162.0,139.0,186.0,84.0,199.0,39.96,32.1,Medium,Ambato,Non-Food,False
12,PRODUCE,217.30956162642948,169.7756105925243,691.99,285.755,1574,396.0,559.0,831.0,994.0,1521.0,1917.0,35.45,32.1,Medium,Latacunga,Fresh,True
27,LADIESWEAR,4.818702290076335,6.4997346149942485,39.0,2.0,1572,15.0,21.0,25.0,31.0,34.0,49.0,39.95,32.1,Medium,Daule,Non-Food,False
35,HOME APPLIANCES,0.1995249406175772,0.4732660567993609,3.0,0.0,1684,1.0,2.0,1.0,2.0,1.0,2.0,82.96,32.1,Medium,Playas,Non-Food,False
29,SCHOOL AND OFFICE SUPPLIES,3.2481132075471697,8.292102698577336,100.0,1.0,1060,19.0,27.0,25.0,33.0,23.0,42.0,40.28,32.1,Medium,Guayaquil,Non-Food,False
53,LAWN AND GARDEN,4.273300630693763,12.091151377050144,219.0,1.0,1427,28.0,40.0,37.0,49.0,30.0,58.0,40.01,32.1,Medium,Manta,Non-Food,False
6,HOME CARE,216.220457433291,178.79756334867056,954.0,243.0,1574,417.0,589.0,849.0,1021.0,1514.0,1931.0,33.67,32.0,Medium,Quito,FMCG,True
30,PLAYERS AND ELECTRONICS,2.5756035578144854,3.081897927534373,19.0,2.0,1574,7.0,10.0,12.0,15.0,18.0,25.0,40.03,32.0,Medium,Guayaquil,Non-Food,False
49,SCHOOL AND OFFICE SUPPLIES,9.543837357052096,36.144167035559775,428.0,2.0,1574,84.0,119.0,103.0,138.0,67.0,151.0,39.77,32.0,Medium,Quito,Non-Food,False
25,HOME CARE,70.49650793650794,74.0839685127165,557.0,74.0,1575,173.0,244.0,314.0,385.0,493.0,666.0,37.71,32.0,Medium,Salinas,FMCG,True
39,HOME CARE,216.8017789072427,178.435081452843,1107.0,245.0,1574,416.0,588.0,850.0,1022.0,1518.0,1934.0,33.67,31.9,Medium,Cuenca,FMCG,True
10,PRODUCE,159.30043202033036,131.1490958793548,917.62,189.58,1574,306.0,432.0,625.0,751.0,1115.0,1421.0,35.45,31.9,Medium,Quito,Fresh,True
17,HOME CARE,202.9040660736976,167.25131079449733,1486.0,233.0,1574,390.0,551.0,796.0,957.0,1420.0,1810.0,33.8,31.9,Medium,Quito,FMCG,True
34,LADIESWEAR,3.687420584498094,4.410890046567383,26.0,2.0,1574,10.0,15.0,17.0,22.0,26.0,36.0,39.64,31.9,Medium,Guayaquil,Non-Food,False
32,PRODUCE,125.98573697585768,115.21202707516544,829.67,134.39499999999998,1574,269.0,380.0,521.0,632.0,882.0,1151.0,35.45,31.9,Medium,Guayaquil,Fresh,True
30,CELEBRATION,2.5984752223634056,3.008172418134342,19.0,2.0,1574,7.0,10.0,12.0,15.0,18.0,25.0,39.58,31.9,Medium,Guayaquil,Non-Food,False
54,CELEBRATION,3.136594663278272,3.680296858050855,22.0,2.0,1574,9.0,12.0,15.0,18.0,22.0,31.0,39.45,31.9,Medium,El Carmen,Non-Food,False
13,PLAYERS AND ELECTRONICS,2.541296060991105,3.5526031353826384,49.0,2.0,1574,8.0,12.0,13.0,17.0,18.0,26.0,39.71,31.9,Medium,Latacunga,Non-Food,False
31,HOME CARE,199.22808132147395,163.90010819551256,885.0,227.0,1574,382.0,540.0,780.0,938.0,1395.0,1777.0,33.8,31.9,Medium,Babahoyo,FMCG,True
28,PLAYERS AND ELECTRONICS,3.383735705209657,4.290635261060317,49.0,2.0,1574,10.0,14.0,17.0,21.0,24.0,34.0,39.33,31.8,Medium,Guayaquil,Non-Food,False
28,HOME CARE,180.7496823379924,155.75785111799613,879.0,192.0,1574,363.0,513.0,724.0,874.0,1265.0,1628.0,33.67,31.8,Medium,Guayaquil,FMCG,True
28,GROCERY I,3647.2822149643703,1442.918299401547,7448.0,3359.53,1684,3367.0,4755.0,10662.0,12050.0,25531.0,28898.0,0.3,31.8,Medium,Guayaquil,FMCG,True
36,PLAYERS AND ELECTRONICS,3.263024142312579,3.9405231665177487,41.0,2.0,1574,9.0,13.0,16.0,20.0,23.0,32.0,39.2,31.8,Medium,Libertad,Non-Food,False
51,HOME CARE,215.23189326556545,169.48341608361923,1279.0,262.5,1574,395.0,558.0,825.0,988.0,1507.0,1902.0,33.67,31.8,Medium,Guayaquil,FMCG,True
40,HOME CARE,226.09212198221093,180.7482428673279,1196.0,277.0,1574,422.0,596.0,874.0,1048.0,1583.0,2005.0,33.67,31.8,Medium,Machala,FMCG,True
24,HOME CARE,183.5120711562897,142.28267413261096,776.0,240.0,1574,332.0,469.0,699.0,836.0,1285.0,1617.0,35.13,31.8,Medium,Guayaquil,FMCG,True
39,PET SUPPLIES,2.889453621346887,3.322156344635765,18.0,2.0,1574,8.0,11.0,14.0,17.0,20.0,28.0,39.33,31.8,Medium,Cuenca,Non-Food,False
3,PRODUCE,4304.687393111639,3505.45067525255,7448.0,6538.735000000001,1684,8180.0,11551.0,16789.0,20160.0,30133.0,38313.0,6.35,31.8,Medium,Quito,Fresh,True
22,CLEANING,447.7989247311828,337.3843084394844,2813.0,499.5,930,787.0,1112.0,1683.0,2008.0,3135.0,3922.0,27.63,31.8,Medium,Puyo,FMCG,True
2,HOME CARE,189.72109275730625,163.79404322155168,2504.0,227.5,1574,382.0,540.0,761.0,919.0,1328.0,1710.0,33.74,31.7,Medium,Quito,FMCG,True
14,HOME CARE,164.49936467598476,134.8154951643347,595.0,193.0,1574,315.0,444.0,644.0,773.0,1151.0,1466.0,34.31,31.7,Medium,Riobamba,FMCG,True
28,PET SUPPLIES,2.738881829733164,3.3180314586126967,25.0,2.0,1574,8.0,11.0,13.0,16.0,19.0,27.0,39.01,31.7,Medium,Guayaquil,Non-Food,False
13,PRODUCE,126.7613659466328,101.55730028121516,534.87,160.38,1574,237.0,335.0,491.0,589.0,887.0,1124.0,35.45,31.6,Medium,Latacunga,Fresh,True
53,CLEANING,749.7281009110021,559.1653570868156,6881.0,716.0,1427,1305.0,1843.0,2804.0,3342.0,5248.0,6553.0,18.15,31.6,Medium,Manta,FMCG,True
19,PLAYERS AND ELECTRONICS,3.1689961880559085,3.697823883185868,27.0,2.0,1574,9.0,12.0,15.0,18.0,22.0,31.0,38.44,31.6,Medium,Guaranda,Non-Food,False
10,PLAYERS AND ELECTRONICS,2.480940279542567,2.85915713714597,18.0,2.0,1574,7.0,9.0,12.0,14.0,17.0,24.0,38.63,31.6,Medium,Quito,Non-Food,False
24,PLAYERS AND ELECTRONICS,7.724904701397713,8.124190359609802,54.0,7.0,1574,19.0,27.0,34.0,42.0,54.0,73.0,38.25,31.6,Medium,Guayaquil,Non-Food,False
48,SCHOOL AND OFFICE SUPPLIES,17.3284625158831,70.27440170649737,1217.0,3.0,1574,164.0,232.0,199.0,267.0,121.0,285.0,37.8,31.6,Medium,Quito,Non-Food,False
15,PLAYERS AND ELECTRONICS,2.854510800508259,3.178088020622685,31.0,2.0,1574,7.0,10.0,13.0,16.0,20.0,27.0,38.31,31.5,Medium,Ibarra,Non-Food,False
33,HOME CARE,155.38627700127066,132.73833449350212,1259.0,170.0,1574,310.0,437.0,621.0,748.0,1088.0,1398.0,33.67,31.5,Medium,Quevedo,FMCG,True
19,LADIESWEAR,5.647395171537484,6.992926419684921,53.0,4.0,1574,16.0,23.0,27.0,34.0,40.0,56.0,38.06,31.5,Medium,Guaranda,Non-Food,False
12,HOME CARE,120.52096569250318,97.39871851074189,522.0,151.5,1574,227.0,321.0,468.0,562.0,844.0,1071.0,35.26,31.5,Medium,Latacunga,FMCG,True
4,HOME CARE,164.50063532401524,132.72411984799317,559.0,193.0,1574,310.0,437.0,639.0,766.0,1152.0,1462.0,33.67,31.5,Medium,Quito,FMCG,True
41,HOME CARE,153.0292249047014,130.2227068254709,1436.0,170.0,1574,304.0,429.0,610.0,735.0,1071.0,1375.0,33.67,31.5,Medium,Machala,FMCG,True
54,HOME CARE,142.61372299872934,121.40013108237184,529.0,153.0,1574,283.0,400.0,568.0,685.0,998.0,1281.0,33.67,31.5,Medium,El Carmen,FMCG,True
29,DAIRY,529.3759929390998,361.3642776893371,1617.0,563.0,1133,843.0,1191.0,1902.0,2250.0,3706.0,4549.0,22.68,31.5,Medium,Guayaquil,Fresh,True
13,CELEBRATION,4.393265565438374,6.98984681040484,123.0,3.0,1574,16.0,23.0,25.0,32.0,31.0,47.0,38.06,31.5,Medium,Latacunga,Non-Food,False
21,DAIRY,418.8848063555114,309.55543162099536,1424.0,433.0,1007,722.0,1020.0,1560.0,1858.0,2932.0,3654.0,25.52,31.5,Medium,Santo Domingo,Fresh,True
14,PLAYERS AND ELECTRONICS,3.1956797966963157,3.5494625563660813,27.0,3.0,1574,8.0,12.0,14.0,18.0,22.0,30.0,38.25,31.5,Medium,Riobamba,Non-Food,False
16,CELEBRATION,3.8678526048284634,5.041878865383465,65.0,3.0,1574,12.0,17.0,20.0,25.0,27.0,39.0,37.99,31.5,Medium,Santo Domingo,Non-Food,False
12,PLAYERS AND ELECTRONICS,3.150667514303878,3.672961153907111,46.0,2.0,1573,9.0,12.0,15.0,18.0,22.0,31.0,38.21,31.5,Medium,Latacunga,Non-Food,False
15,LADIESWEAR,6.026048284625158,6.600773039372826,43.0,5.0,1574,15.0,22.0,27.0,34.0,42.0,57.0,37.87,31.4,Medium,Ibarra,Non-Food,False
33,PLAYERS AND ELECTRONICS,3.266836086404066,3.7694128876967112,30.0,2.0,1574,9.0,12.0,16.0,19.0,23.0,32.0,37.74,31.4,Medium,Quevedo,Non-Food,False
16,HOME CARE,143.63977128335452,124.9179279208217,752.0,155.0,1574,291.0,412.0,578.0,699.0,1005.0,1296.0,33.67,31.4,Medium,Santo Domingo,FMCG,True
23,LADIESWEAR,7.286259541984733,7.704404619757705,46.0,6.0,1572,18.0,25.0,33.0,40.0,51.0,69.0,37.6,31.4,Medium,Ambato,Non-Food,False
23,PLAYERS AND ELECTRONICS,2.674078780177891,2.919540064081938,15.0,2.0,1574,7.0,10.0,12.0,15.0,19.0,26.0,37.8,31.4,Medium,Ambato,Non-Food,False
19,HOME CARE,133.96632782719186,113.22634059960778,547.0,147.0,1574,264.0,373.0,532.0,641.0,938.0,1202.0,33.67,31.4,Medium,Guaranda,FMCG,True
40,CELEBRATION,5.970139771283354,9.359650063594112,103.0,3.0,1574,22.0,31.0,34.0,43.0,42.0,64.0,37.61,31.4,Medium,Machala,Non-Food,False
46,SCHOOL AND OFFICE SUPPLIES,13.841168996188056,51.19009790466845,738.0,3.0,1574,119.0,169.0,147.0,197.0,97.0,216.0,37.17,31.3,Medium,Quito,Non-Food,False
14,CELEBRATION,5.001270648030496,6.2231239029686565,55.0,4.0,1574,15.0,21.0,25.0,31.0,35.0,50.0,37.42,31.3,Medium,Riobamba,Non-Food,False
47,SCHOOL AND OFFICE SUPPLIES,13.270648030495552,60.39267933862544,1332.0,4.0,1574,141.0,199.0,168.0,226.0,93.0,234.0,37.23,31.3,Medium,Quito,Non-Food,False
5,HOME CARE,152.02223634053368,119.46193264544422,532.0,183.0,1574,279.0,394.0,583.0,698.0,1064.0,1343.0,33.67,31.3,Medium,Santo Domingo,FMCG,True
36,HOME CARE,151.02793650793652,123.78800680790933,863.0,177.0,1575,289.0,408.0,591.0,710.0,1057.0,1346.0,33.65,31.3,Medium,Libertad,FMCG,True
17,CELEBRATION,4.989199491740788,6.8639867641469845,69.0,3.0,1574,16.0,23.0,26.0,33.0,35.0,51.0,37.29,31.3,Medium,Quito,Non-Food,False
27,HOME CARE,143.83163913595934,118.22432367510822,699.0,164.0,1574,276.0,390.0,564.0,678.0,1007.0,1283.0,33.67,31.3,Medium,Daule,FMCG,True
24,LADIESWEAR,9.033036848792884,9.132084447689625,46.0,8.0,1574,21.0,30.0,39.0,48.0,63.0,84.0,37.17,31.3,Medium,Guayaquil,Non-Food,False
9,PET SUPPLIES,3.618805590851334,3.9873674772870022,32.0,3.0,1574,9.0,13.0,16.0,20.0,25.0,34.0,37.48,31.3,Medium,Quito,Non-Food,False
37,HOME CARE,167.54955527318933,128.14380638264635,570.0,214.0,1574,299.0,422.0,634.0,757.0,1173.0,1472.0,33.67,31.3,Medium,Cuenca,FMCG,True
39,LADIESWEAR,4.906607369758577,5.904477558105647,33.0,3.0,1574,14.0,19.0,24.0,29.0,34.0,48.0,37.42,31.3,Medium,Cuenca,Non-Food,False
43,HOME CARE,147.09339263024142,116.00256828843332,519.0,178.0,1574,271.0,382.0,565.0,676.0,1030.0,1301.0,33.99,31.3,Medium,Esmeraldas,FMCG,True
33,CELEBRATION,5.3856416772554,8.509480726752596,99.0,3.0,1574,20.0,28.0,31.0,39.0,38.0,58.0,37.42,31.3,Medium,Quevedo,Non-Food,False
34,HOME CARE,161.6257941550191,125.04741018966092,538.0,200.0,1574,292.0,412.0,615.0,735.0,1131.0,1423.0,33.67,31.3,Medium,Guayaquil,FMCG,True
7,HOME CARE,160.92884371029226,124.41007401543524,1080.0,206.0,1574,290.0,410.0,612.0,732.0,1127.0,1417.0,33.67,31.2,Medium,Quito,FMCG,True
41,LADIESWEAR,8.59402795425667,10.747686628855185,64.0,5.0,1574,25.0,35.0,42.0,52.0,60.0,85.0,36.79,31.2,Medium,Machala,Non-Food,False
24,CELEBRATION,11.5,11.232827537828417,54.0,11.0,1574,26.0,37.0,49.0,60.0,80.0,106.0,36.98,31.2,Medium,Guayaquil,Non-Food,False
43,CELEBRATION,5.759212198221093,6.647884502264756,65.0,4.0,1574,16.0,22.0,28.0,34.0,40.0,56.0,37.04,31.2,Medium,Esmeraldas,Non-Food,False
15,HOME CARE,157.18869123252858,119.58703831172646,575.0,199.0,1574,279.0,394.0,593.0,708.0,1100.0,1379.0,33.67,31.2,Medium,Ibarra,FMCG,True
1,CELEBRATION,10.664548919949176,34.26959123703624,1306.0,8.0,1574,80.0,113.0,101.0,134.0,75.0,155.0,36.53,31.1,Medium,Quito,Non-Food,False
45,SCHOOL AND OFFICE SUPPLIES,17.40533672172808,66.25746558073406,749.0,4.0,1574,155.0,218.0,190.0,253.0,122.0,277.0,36.28,31.1,Medium,Quito,Non-Food,False
13,HOME CARE,114.43202033036847,93.05280929994078,410.0,133.0,1574,217.0,307.0,446.0,536.0,801.0,1018.0,33.67,31.1,Medium,Latacunga,FMCG,True
10,HOME CARE,128.0463786531131,103.27637642018314,418.0,149.0,1574,241.0,340.0,497.0,596.0,896.0,1137.0,33.67,31.1,Medium,Quito,FMCG,True
34,PLAYERS AND ELECTRONICS,4.016518424396442,4.356898244699264,37.0,3.0,1574,10.0,14.0,18.0,22.0,28.0,38.0,36.72,31.1,Medium,Guayaquil,Non-Food,False
50,MAGAZINES,4.992376111817027,6.203166988108038,38.0,3.0,1574,14.0,20.0,24.0,30.0,35.0,49.0,36.85,31.1,Medium,Ambato,Non-Food,False
24,PET SUPPLIES,9.53430749682338,8.63314799889,44.0,10.0,1574,20.0,28.0,39.0,47.0,67.0,87.0,36.79,31.1,Medium,Guayaquil,Non-Food,False
3,LADIESWEAR,33.03557814485387,32.64221666377236,147.0,31.0,1574,76.0,108.0,142.0,174.0,231.0,307.0,35.64,31.1,Medium,Quito,Non-Food,False
44,PET SUPPLIES,21.69440914866582,21.201872477858917,106.0,21.0,1574,49.0,70.0,92.0,113.0,152.0,201.0,35.83,31.0,Medium,Quito,Non-Food,False
1,PET SUPPLIES,3.716645489199492,3.778147079147908,22.0,3.0,1574,9.0,12.0,16.0,19.0,26.0,35.0,36.66,31.0,Medium,Quito,Non-Food,False
47,MAGAZINES,7.878575969485061,9.876714848049248,58.0,3.0,1573,23.0,33.0,39.0,49.0,55.0,78.0,36.49,31.0,Medium,Quito,Non-Food,False
44,SCHOOL AND OFFICE SUPPLIES,18.769377382465056,57.903109131007824,740.0,6.0,1574,135.0,191.0,173.0,229.0,131.0,266.0,35.83,31.0,Medium,Quito,Non-Food,False
20,DELI,470.6999657534247,329.22227844862704,1575.98,468.36,1168,768.0,1085.0,1709.0,2026.0,3295.0,4063.0,22.0,31.0,Medium,Quito,Fresh,True
31,CELEBRATION,5.625158831003812,6.226128919010798,37.0,4.0,1574,15.0,21.0,26.0,32.0,39.0,54.0,36.59,31.0,Medium,Babahoyo,Non-Food,False
21,BREAD/BAKERY,365.1996027805362,279.19685096773435,1704.0,371.0,1007,651.0,920.0,1381.0,1650.0,2556.0,3207.0,25.52,31.0,Medium,Santo Domingo,Fresh,True
1,PLAYERS AND ELECTRONICS,5.66264294790343,6.00041656772495,47.0,4.5,1574,14.0,20.0,25.0,31.0,40.0,54.0,36.34,31.0,Medium,Quito,Non-Food,False
45,MAGAZINES,9.342021614748887,11.22083418597072,61.0,4.0,1573,26.0,37.0,45.0,56.0,65.0,91.0,36.3,31.0,Medium,Quito,Non-Food,False
24,PRODUCE,2266.020332541568,2053.033524072008,7233.71,3037.09,1684,4791.0,6765.0,9323.0,11297.0,15862.0,20653.0,13.3,31.0,Medium,Guayaquil,Fresh,True
26,CELEBRATION,4.701397712833545,5.2866741591469015,65.0,4.0,1574,12.0,17.0,21.0,26.0,33.0,45.0,36.53,31.0,Medium,Guayaquil,Non-Food,False
1,HOME CARE,108.04447268106736,88.10037651793324,805.0,139.0,1574,206.0,290.0,422.0,506.0,756.0,962.0,33.74,31.0,Medium,Quito,FMCG,True
41,PLAYERS AND ELECTRONICS,4.947870311506676,5.362301578833099,55.0,4.0,1573,13.0,18.0,23.0,28.0,35.0,48.0,36.43,31.0,Medium,Machala,Non-Food,False
19,CELEBRATION,5.629606099110546,9.477817658220708,115.0,4.0,1574,22.0,31.0,33.0,42.0,39.0,61.0,36.28,31.0,Medium,Guaranda,Non-Food,False
36,CELEBRATION,5.134603174603175,6.117208844325811,64.0,4.0,1575,14.0,20.0,24.0,30.0,36.0,50.0,36.44,31.0,Medium,Libertad,Non-Food,False
3,CELEBRATION,30.781448538754766,40.83694351549915,473.0,26.5,1574,95.0,135.0,157.0,197.0,215.0,310.0,35.45,31.0,Medium,Quito,Non-Food,False
48,HOME APPLIANCES,0.8491686460807601,1.2580551713198749,9.0,0.0,1684,3.0,4.0,5.0,6.0,6.0,9.0,56.29,31.0,Medium,Quito,Non-Food,False
9,CELEBRATION,10.3284625158831,12.972247379877366,164.0,8.0,1574,30.0,43.0,51.0,64.0,72.0,102.0,35.83,30.9,Medium,Quito,Non-Food,False
8,LADIESWEAR,26.550190597204573,25.39079848627034,142.0,26.0,1574,59.0,84.0,112.0,137.0,186.0,245.0,35.45,30.9,Medium,Quito,Non-Food,False
4,CELEBRATION,6.829097839898348,8.733572439258117,150.0,5.0,1574,20.0,29.0,34.0,43.0,48.0,68.0,35.9,30.9,Medium,Quito,Non-Food,False
38,MAGAZINES,5.379770992366412,6.520997603909663,40.0,3.0,1572,15.0,21.0,26.0,32.0,38.0,53.0,36.2,30.9,Medium,Loja,Non-Food,False
38,LADIESWEAR,18.63405336721728,20.06840201733197,98.0,15.0,1574,47.0,66.0,84.0,103.0,130.0,177.0,35.45,30.9,Medium,Loja,Non-Food,False
38,PET SUPPLIES,4.132147395171537,4.209131941213126,22.0,3.5,1574,10.0,14.0,18.0,22.0,29.0,39.0,36.21,30.9,Medium,Loja,Non-Food,False
17,PLAYERS AND ELECTRONICS,5.494917407878018,6.537750873500473,66.0,4.0,1574,15.0,22.0,26.0,33.0,38.0,53.0,36.21,30.9,Medium,Quito,Non-Food,False
48,LADIESWEAR,17.720457433290978,21.3799669955067,118.0,12.0,1574,50.0,70.0,85.0,105.0,124.0,174.0,35.45,30.9,Medium,Quito,Non-Food,False
45,CELEBRATION,24.69186785260483,24.09745993410087,322.0,25.0,1574,56.0,79.0,105.0,128.0,173.0,229.0,35.51,30.9,Medium,Quito,Non-Food,False
45,LADIESWEAR,17.17407878017789,18.873424916943573,112.0,14.5,1574,44.0,62.0,78.0,96.0,120.0,164.0,35.58,30.9,Medium,Quito,Non-Food,False
7,PET SUPPLIES,4.117534942820838,4.193299534844185,22.0,3.5,1574,10.0,14.0,18.0,22.0,29.0,39.0,36.09,30.9,Medium,Quito,Non-Food,False
44,PLAYERS AND ELECTRONICS,28.155654383735705,25.77287052014289,156.0,29.0,1574,60.0,85.0,116.0,141.0,197.0,257.0,35.45,30.9,Medium,Quito,Non-Food,False
34,CELEBRATION,7.430749682337992,8.53905249382458,91.0,6.0,1574,20.0,28.0,35.0,43.0,52.0,72.0,36.02,30.9,Medium,Guayaquil,Non-Food,False
6,LADIESWEAR,20.619440914866583,21.261234195941,121.0,18.0,1574,50.0,70.0,91.0,111.0,144.0,194.0,35.45,30.9,Medium,Quito,Non-Food,False
47,LADIESWEAR,20.16327827191868,21.631471467312213,119.0,17.0,1574,50.0,71.0,90.0,111.0,141.0,191.0,35.51,30.9,Medium,Quito,Non-Food,False
46,LADIESWEAR,21.892630241423127,24.988425222725844,136.0,17.0,1574,58.0,82.0,102.0,126.0,153.0,211.0,35.45,30.9,Medium,Quito,Non-Food,False
1,LADIESWEAR,10.06035578144854,9.666836177302605,51.0,10.0,1574,23.0,32.0,43.0,52.0,70.0,93.0,35.83,30.9,Medium,Quito,Non-Food,False
22,MAGAZINES,2.0591397849462365,2.4899685309392514,23.0,1.0,930,6.0,8.0,10.0,12.0,14.0,20.0,36.24,30.9,Medium,Puyo,Non-Food,False
40,PLAYERS AND ELECTRONICS,4.44853875476493,4.5903608091305,30.0,4.0,1574,11.0,15.0,20.0,24.0,31.0,42.0,36.28,30.9,Medium,Machala,Non-Food,False
41,PET SUPPLIES,4.887547649301143,5.265675048381455,31.0,4.0,1574,12.0,17.0,22.0,27.0,34.0,46.0,36.21,30.9,Medium,Machala,Non-Food,False
37,MAGAZINES,5.057814485387548,5.475817430310181,25.0,3.0,1574,13.0,18.0,23.0,28.0,35.0,48.0,36.15,30.9,Medium,Cuenca,Non-Food,False
4,PLAYERS AND ELECTRONICS,5.78017789072427,5.918816179368656,31.0,5.0,1574,14.0,20.0,26.0,32.0,40.0,54.0,35.96,30.9,Medium,Quito,Non-Food,False
44,CELEBRATION,23.998094027954256,39.45969315039413,919.0,20.5,1574,92.0,130.0,140.0,178.0,168.0,260.0,35.45,30.9,Medium,Quito,Non-Food,False
44,LADIESWEAR,21.24904701397713,20.801859017163423,100.0,20.0,1574,49.0,69.0,91.0,111.0,149.0,198.0,35.45,30.9,Medium,Quito,Non-Food,False
49,CELEBRATION,22.19504447268107,20.860099512008887,126.0,22.0,1574,49.0,69.0,93.0,113.0,155.0,204.0,35.45,30.9,Medium,Quito,Non-Food,False
27,PLAYERS AND ELECTRONICS,5.914758269720102,6.522281138254516,92.0,5.0,1572,15.0,21.0,27.0,33.0,41.0,56.0,36.01,30.9,Medium,Daule,Non-Food,False
4,PET SUPPLIES,4.540660736975858,4.604573427374392,25.0,4.0,1574,11.0,15.0,20.0,24.0,32.0,43.0,36.02,30.9,Medium,Quito,Non-Food,False
50,CELEBRATION,23.66709021601017,25.61735588648581,302.0,21.0,1574,60.0,84.0,107.0,131.0,166.0,226.0,35.45,30.9,Medium,Ambato,Non-Food,False
37,LADIESWEAR,17.286531130876746,15.960412215230711,81.0,18.0,1574,37.0,53.0,72.0,88.0,121.0,158.0,35.45,30.8,Medium,Cuenca,Non-Food,False
51,PLAYERS AND ELECTRONICS,7.649936467598475,7.980352342966678,83.0,7.0,1574,19.0,26.0,34.0,41.0,54.0,73.0,35.58,30.8,Medium,Guayaquil,Non-Food,False
41,MAGAZINES,5.962515883100381,6.625711752101392,36.0,4.0,1574,15.0,22.0,27.0,34.0,42.0,57.0,35.71,30.8,Medium,Machala,Non-Food,False
39,CELEBRATION,7.1359593392630245,7.9606831346545635,52.0,6.0,1574,19.0,26.0,33.0,40.0,50.0,69.0,35.83,30.8,Medium,Cuenca,Non-Food,False
39,PLAYERS AND ELECTRONICS,5.778271918678526,5.961927143964615,36.0,5.0,1574,14.0,20.0,26.0,32.0,40.0,54.0,35.71,30.8,Medium,Cuenca,Non-Food,False
41,CELEBRATION,7.783989834815756,7.963383962529428,51.0,7.0,1574,19.0,26.0,35.0,42.0,54.0,73.0,35.64,30.8,Medium,Machala,Non-Food,False
